_type,_id,_revision,_page.next,id,sugauta_kiekis,matavimo_vnt,zuvies_pav,zuvies_komercinis_pav,zuvies_pav_en,zuvies_mokslinis_pav,seima,zvejybos_pastangos_id,zvejybos_pastangos_pradzia,zvejybos_pastangos_pabaiga,pastangos_trukme_val,ekonomines_zonos_kodas,ekonomines_zonos_pav,fao_zonos_kodas,fao_zonos_pav,laivo_registracijos_numeris,kapitono_id,zvejybos_irankio_pav,zvejybos_irankio_ilgis,zvejybos_irankio_tankumas,gylis,laivo_isvykimo_data_laikas,laivo_isvykimo_uosto_pav,laivo_isvykimo_uosto_salis,ar_isvykimo_uostas_eu,laivo_grizimo_data_laikas,laivo_grizimo_uosto_pavadinimas,laivo_grizimo_uosto_salis,ar_grizimo_uostas_eu
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,e6d6a425-26ae-44a0-975c-4e736c871041,e3fa4f5f-f1f2-40dd-9076-8b259840ecc9,,100024,2000,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76676,2004-12-27T00:00:00,2004-12-27T11:00:00,11,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),4977807e7acd249,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,0cc8d541-a17d-4610-a897-ae7e363a5a98,6ec99f16-0fc2-4f1c-8430-b6050317a6da,,100025,360,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76683,2004-12-28T00:00:00,2004-12-28T12:00:00,12,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),dfc6e787e4066be,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,529500d8-fa93-42ff-a7ab-3ebcaeba9e0e,49490bca-22ef-461e-a257-7047d09e3a60,,100026,925,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76688,2004-12-26T00:00:00,2004-12-27T21:00:00,45,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),dd0bd0f7d7e374d,fd93751649ac3ea,Statomi žiauniniai tinklai (inkaruojami),3600,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,98ebb49f-6e14-4486-9107-50ab50137730,1ea519f5-48d1-48eb-a1a8-14b2cbec44e1,,100027,1200,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76704,2004-12-27T00:00:00,2004-12-27T07:18:00,7,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),c06e04817f46e44,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,8c6215dd-00b5-4f7c-b006-21b3377aa7db,54dd0c58-9419-495d-99b9-9522b1e8f3b3,,100028,6160,Kilogramai,Šprotas atlantinis,Šprotas (Bretlingis),European Sprat,Sprattus sprattus,Clupeidae,76707,2004-12-29T00:00:00,2004-12-29T07:00:00,7,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),97b8adc55f12415,fd93751649ac3ea,Pelaginis tralas su kėtoklėmis,1,10,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,5dceb111-5b22-4b5b-bfe1-bbd71c78db9f,a450cf99-c8d3-401a-b9c4-e2981e59e1fb,,100029,1400,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76710,2004-12-27T00:00:00,2004-12-27T23:00:00,23,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),80fc75b1f3ba5aa,fd93751649ac3ea,Statomi žiauniniai tinklai (inkaruojami),5000,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,620fb448-af8c-44be-b249-8130643ed419,8fbe4797-7e3e-4963-bfb2-0a98c89f1ef3,,10003,162,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,29193,2012-04-09T18:00:00,2012-04-09T21:00:00,3,XIN,Tarptautiniai vandenys,21.3.M,Flemish Cap,3b3ce5f53d596cb,ecb7937db58ec9d,Dugninis tralas su kėtoklėmis,61,130,340,2012-01-01T17:00:00,Vigo (ESP),Ispanija,TRUE,2012-04-27T15:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,4df6c1d2-c008-42d7-b4ae-2c4f0733d485,60cb7d18-ee30-41d5-a7b9-79444540db9a,,100030,1600,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76713,2004-12-27T00:00:00,2004-12-27T06:00:00,6,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),a8a6aefe4920759,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,6559e949-664c-4bdc-be10-4c28630892b0,9b96cd93-2e3a-4e42-a101-b774c3382135,,100031,1500,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,76714,2004-12-29T00:00:00,2004-12-29T08:00:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),a8a6aefe4920759,fd93751649ac3ea,Pelaginis tralas su kėtoklėmis,1,18,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,ad2058f4-9095-44d6-8114-5258b43cb21b,31a569e1-0a4e-40a0-9e05-ca48ec8c5caa,,100032,125,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76718,2004-12-26T00:00:00,2004-12-26T19:00:00,19,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),ad8460d69f5a20f,fd93751649ac3ea,Statomi žiauniniai tinklai (inkaruojami),5000,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,7fe58d4c-e145-4bd8-b150-9b10c164c1f0,4eebb758-2700-49fb-a93d-22dab07f6e4d,,100033,364,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76720,2004-12-04T00:00:00,2004-12-04T04:00:00,4,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),6721e4c0f25175a,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,2807896e-b898-4bc5-a8f1-c2dc4dfacea2,d0db1e21-466a-4ed0-a7b0-20ebd02871c3,,100034,5270,Kilogramai,Šprotas atlantinis,Šprotas (Bretlingis),European Sprat,Sprattus sprattus,Clupeidae,76743,2004-12-29T00:00:00,2004-12-29T04:00:00,4,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),ac539393238ce8f,fd93751649ac3ea,Pelaginis tralas su kėtoklėmis,1,10,,2005-01-12T00:00:00,---,,,2005-01-12T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,b7c8de82-04ca-4037-b5d7-a2580307da86,88e10fdb-04e0-4d56-955e-d6fe0a16babf,,100035,600,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76758,2005-01-16T00:00:00,2005-01-16T12:00:00,12,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),cba034df0a5c202,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,79aa9a8b-1988-4995-97a9-23d21bc79500,979b3972-fe16-4817-861b-c308d60d377a,,100036,400,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76759,2005-01-16T00:00:00,2005-01-16T08:00:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),cf8f8fde3e2ba86,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,804799d5-d6a9-4e5a-9a48-5acde64b328a,3dcd3899-e5cb-45d4-b6a5-15da43fe8e80,,100037,475,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76762,2005-01-16T00:00:00,2005-01-16T08:00:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),f28af51261ea1ae,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,aae46420-bb32-4d5c-b836-a576cfb6689e,86b17ccb-e2b9-4dd4-ae81-3a02eb16ea3a,,100038,50,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,76768,2005-01-15T00:00:00,2005-01-15T06:00:00,6,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),7eb83c5f987b805,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,18,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,7e8bf71a-4aec-4809-959c-e0a3a1a694e4,c0a5e569-a21f-4866-ae61-1cfd03c9dc5f,,100039,1000,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76783,2005-01-16T00:00:00,2005-01-16T09:00:00,9,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),a6c769606fd03a0,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,9ae14f48-5b2d-4942-92b3-6c573add6940,f8a08583-bafc-44e1-ae48-bbc27d9b40b9,,10004,9000,Kilogramai,Jūriniai paprastieji ešeriai,Paprastieji jūriniai ešeriai,Atlantic Redfishes Nei,Sebastes spp,Scorpaenidae,29193,2012-04-09T18:00:00,2012-04-09T21:00:00,3,XIN,Tarptautiniai vandenys,21.3.M,Flemish Cap,3b3ce5f53d596cb,ecb7937db58ec9d,Dugninis tralas su kėtoklėmis,61,130,340,2012-01-01T17:00:00,Vigo (ESP),Ispanija,TRUE,2012-04-27T15:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,c5c58837-4de9-4803-a9ae-d530d5af115f,d08947ac-ee01-440c-942c-53dae8e9a317,,100040,500,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76795,2005-01-15T00:00:00,2005-01-15T00:00:00,0,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),c0b7648ddaedc1a,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,fa64bd4e-4397-43e4-8489-d89a77b427b5,6bfb39d0-da6f-4b9a-94ff-53730892000c,,100041,800,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76792,2005-01-16T00:00:00,2005-01-16T11:00:00,11,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),c0b7648ddaedc1a,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,7d5f5b29-00e8-4df4-b4e1-e6716a4d639d,93936ecf-91c0-4956-8a57-007f6bb5f563,,100042,900,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76800,2005-01-16T00:00:00,2005-01-16T10:00:00,10,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),f726c77e3faf88d,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,37d89ea2-5eac-4751-8f36-2578efbb57f8,d124f213-a7d4-49f3-8951-415464d8c0e5,,100043,200,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76799,2005-01-16T00:00:00,2005-01-16T09:00:00,9,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),f726c77e3faf88d,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,17917375-1d51-4674-a8af-f9ee23984e7e,1d8c911c-a5c3-43c9-b412-e672f2d5c61e,,100044,800,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76804,2005-01-15T00:00:00,2005-01-15T07:00:00,7,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),ac539393238ce8f,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,03262d0f-fd0d-4ab0-8040-c5bf9b4b7ff2,5d57b4ab-e994-4035-9ac3-cdd82cc227a9,,100045,50,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76806,2005-01-15T00:00:00,2005-01-15T08:00:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),5b5920cc76188fa,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,121a605e-10fd-4888-9750-4ce4c1e5e1d5,7bc1c908-ba3f-4bae-ae9e-3a32edd7ee4c,,100046,200,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76809,2005-01-25T00:00:00,2005-01-25T08:00:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),0c37ddff97eebd2,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,110,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,8b71a78c-5973-4065-9f84-025858296650,1083d3fe-8519-462d-96bb-b6cd919979a4,,100047,150,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76815,2005-01-26T00:00:00,2005-01-26T09:00:00,9,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),2394c44c50787c4,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,9c767869-4521-4b5f-b97d-e75513411068,f4da53b9-be0d-4b01-b7f3-e6d9bcef7d4f,,100048,600,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,76814,2005-01-27T00:00:00,2005-01-27T08:18:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),2394c44c50787c4,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,d2723e47-f968-4870-9551-d49cef68c07c,c9ff62fe-1be0-4a8e-97fe-e964be90c9de,,100049,175,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76819,2005-01-24T00:00:00,2005-01-24T10:12:00,10,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),6721e4c0f25175a,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,9fb0cfe5-5ad2-480e-90ac-c82db5ceb91e,6fb22cce-b29a-49f5-bb28-64f0a32aacb3,,10005,290,Kilogramai,Grenadierius šiaurinis,Šiaurinis grenadierius,Roughhead Grenadier,Macrourus berglax,Macrouridae,29176,2012-04-16T22:00:00,2012-04-17T08:00:00,10,XIN,Tarptautiniai vandenys,21.3.M,Flemish Cap,3b3ce5f53d596cb,ecb7937db58ec9d,Dugninis tralas su kėtoklėmis,61,130,1180,2012-01-01T17:00:00,Vigo (ESP),Ispanija,TRUE,2012-04-27T15:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,a36545b2-f364-4a68-a620-d9e284eb3525,d6a91ee8-0a65-4f04-a2ba-104dbf146831,,100050,320,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76821,2005-01-26T00:00:00,2005-01-26T08:18:00,8,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),6721e4c0f25175a,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,7bc4cd3c-6488-4605-9497-0f12a5bf44f4,23c27664-572c-4a8d-b7c5-4cc32b56d0f3,,100051,270,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76841,2005-01-23T00:00:00,2005-01-23T12:00:00,12,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),24d68f29f1f4b44,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,82906a98-8af2-4095-9d9f-3a905fcab3eb,e4bdc777-2aaf-4aa8-8fa2-f6f9a7058423,,100052,1650,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76838,2005-01-26T00:00:00,2005-01-26T09:00:00,9,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),24d68f29f1f4b44,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,a7276373-6fc6-40dc-99ee-b328da6f6c59,da85f93a-31ef-4b32-b1e4-ac04b2329e19,,100053,550,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76849,2005-01-25T00:00:00,2005-01-25T13:00:00,13,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),6f21cb3740dd4d3,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,105,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,b204effd-03f1-4868-8e21-91e1b03ea168,6419fa88-a65b-407a-b4a6-a5215a91fa4e,,100054,700,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76856,2005-01-23T00:00:00,2005-01-23T10:00:00,10,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),f726c77e3faf88d,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,105,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,ee33b8a5-7519-40e1-9238-838e52542e7b,da36eb51-1292-4b6a-a646-dfd256470196,,100055,1625,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76861,2005-01-04T00:00:00,2005-01-04T00:00:00,0,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),586b5eb6b15c782,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,32873652-eafa-499c-9e4a-aa693a76223c,62987951-2070-417d-877c-817ba5ac8fde,,100056,3300,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76874,2005-01-24T00:00:00,2005-01-24T11:00:00,11,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),4977807e7acd249,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,b5b683bc-538f-42d7-b56e-2ae71d0dc5a0,e4e282b2-2dba-414e-9e4c-7d35ff6b1659,,100057,700,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76873,2005-01-25T00:00:00,2005-01-25T05:18:00,5,LTU,Lietuva,27.3.d,Baltic Sea (Division Iiid),4977807e7acd249,fd93751649ac3ea,Dugninis tralas su kėtoklėmis,1,120,,2003-01-01T00:00:00,---,,,2003-01-01T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,4e56b5ab-61d3-4919-929f-f8560aded16a,b04ae51a-c6b6-4e6d-9719-f8f7949a4ce6,,100058,600,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76882,2005-01-26T00:00:00,2005-01-26T16:00:00,16,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),dc7723428bcb11f,fa35e192121eabf,Dugninis tralas su kėtoklėmis,,110,,2005-01-26T00:00:00,---,,,2005-01-28T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,0a60f0fd-c313-458e-8d74-fee66ff4de7f,136714dd-2427-413d-997b-0cc8a5e37265,,100059,1050,Kilogramai,Atlantinė silkė,Strimelė (Baltijos silkė),Atlantic Herring,Clupea harengus,Clupeidae,76890,2005-01-30T00:00:00,2005-01-30T06:09:00,6,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),5042f4d5f8e93f1,0159a99ed28b058,Dugninis tralas su kėtoklėmis,,18,,2005-01-29T00:00:00,---,,,2005-01-30T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,d3a22c1d-7dae-42b4-8fa2-d5bc537365f5,08c5cae1-68b2-490b-b2f5-7b9946a71e28,,10006,108,Kilogramai,Paltusas juodasis (Grenlandijos),Juodasis (Grenlandijos) paltusas,Greenland Halibut,Reinhardtius hippoglossoides,Pleuronectidae,29176,2012-04-16T22:00:00,2012-04-17T08:00:00,10,XIN,Tarptautiniai vandenys,21.3.M,Flemish Cap,3b3ce5f53d596cb,ecb7937db58ec9d,Dugninis tralas su kėtoklėmis,61,130,1180,2012-01-01T17:00:00,Vigo (ESP),Ispanija,TRUE,2012-04-27T15:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,b502d35d-0e92-4b41-ba6b-380b7253ec84,9684976c-2de5-447b-a01d-f4bf709b0468,,100060,750,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76897,2005-01-25T00:00:00,2005-01-25T17:00:00,17,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),dd0bd0f7d7e374d,1574bddb75c78a6,Statomi žiauniniai tinklai (inkaruojami),3600,110,,2005-01-24T00:00:00,Klaipėda (LTU),Lietuva,TRUE,2005-01-29T00:00:00,Klaipėda (LTU),Lietuva,TRUE
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,4612bb54-3ea4-4870-ad8a-bab2f734d64a,0a84eb06-54c6-434d-beb9-14da5971274e,,100061,2200,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76907,2005-01-30T00:00:00,2005-01-30T00:00:00,0,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),4f51e33d25c41a1,632667547e7cd3e,Dugninis tralas su kėtoklėmis,,120,,2005-01-28T00:00:00,---,,,2005-01-30T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,591105c6-5402-4c92-91af-996cbf4a2070,e1e49246-c365-46d1-986f-fcacdb6539f7,,100062,500,Kilogramai,Plekšnė europinė upinė (paprastoji),Europinė upinė plekšnė,European Flounder,Platichthys flesus,Pleuronectidae,76910,2005-01-24T00:00:00,2005-01-24T06:00:00,6,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),7132dc2cabb844e,bc33ea4e26e5e1a,Dugninis tralas su kėtoklėmis,,120,,2005-01-23T00:00:00,---,,,2005-01-25T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,1bb60946-1801-4b22-94f5-5ec5b85dbdc5,4136f0de-d4b3-48ef-bf6d-a5af6e420176,,100063,400,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76909,2005-01-25T00:00:00,2005-01-25T05:00:00,5,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),7132dc2cabb844e,bc33ea4e26e5e1a,Dugninis tralas su kėtoklėmis,,120,,2005-01-23T00:00:00,---,,,2005-01-25T00:00:00,---,,
datasets/gov/ztzum/sugautu_zuvu_kiekiai/ZuvuKiekis,82c2d312-4950-4320-b4c4-34d8ddf3e7a5,cb68c7dc-b909-4077-9f30-1f58fbe70076,,100064,800,Kilogramai,Menkė Atlantinė,Atlantinė menkė,Atlantic Cod,Gadus morhua,Gadidae,76920,2005-01-26T00:00:00,2005-01-26T07:00:00,7,XEU,ES vandenys,27.3.d.26,Southern Central Baltic - East (Subdivision 26),a8a6aefe4920759,e1822db470e60d0,Dugninis tralas su kėtoklėmis,,120,,2005-01-23T00:00:00,---,,,2005-01-26T00:00:00,---,,
